ts_code,trade_date,Intraday_part1,Intraday_part2,Intraday_part3,Intraday_part4,Intraday_part5,Overnight_part1,Overnight_part2,Overnight_part3,Overnight_part4,Overnight_part5,z_intra_1,z_intra_5,NEW_Intraday,z_over_1,z_over_5,NEW_Overnight,z_new_intra,z_new_over,NEW_Momentum
000001,201902,,,,,0.001954835129518717,,-0.011215935110126224,,,,,0.5368678253663332,,,,,0,0,0
000001,201902,,,,,0.001954835129518717,,,-0.005403331555099117,,,,0.5368678253663332,,,,,0,0,0
000001,201902,,,,,0.001954835129518717,,,,-0.002660242972536697,,,0.5368678253663332,,,,,0,0,0
000001,201902,,,,,0.001954835129518717,,,,,-0.008930640572683973,,0.5368678253663332,,,-0.673992178866816,,0,0,0
000002,201901,-0.0024395686960438923,,,,,-0.00346955407680144,,,,,-1.14585780723868,,,-0.3705411156255231,,,0,0,0
000002,201901,-0.0024395686960438923,,,,,,0.0007783749174012922,,,,-1.14585780723868,,,,,,0,0,0
000002,201901,-0.0024395686960438923,,,,,,,0.01323128803678253,,,-1.14585780723868,,,,,,0,0,0
000002,201901,-0.0024395686960438923,,,,,,,,0.006967688652264603,,-1.14585780723868,,,,,,0,0,0
000002,201901,-0.0024395686960438923,,,,,,,,,0.0048971126291816325,-1.14585780723868,,,,0.5350430739887377,,0,0,0
000002,201901,,0.005237589509861834,,,,-0.00346955407680144,,,,,,,,-0.3705411156255231,,,0,0,0
000002,201901,,0.005237589509861834,,,,,0.0007783749174012922,,,,,,,,,,0,0,0
000002,201901,,0.005237589509861834,,,,,,0.01323128803678253,,,,,,,,,0,0,0
000002,201901,,0.005237589509861834,,,,,,,0.006967688652264603,,,,,,,,0,0,0
000002,201901,,0.005237589509861834,,,,,,,,0.0048971126291816325,,,,,0.5350430739887377,,0,0,0
000002,201901,,,-4.547647933145216e-05,,,-0.00346955407680144,,,,,,,,-0.3705411156255231,,,0,0,0
000002,201901,,,-4.547647933145216e-05,,,,0.0007783749174012922,,,,,,,,,,0,0,0
000002,201901,,,-4.547647933145216e-05,,,,,0.01323128803678253,,,,,,,,,0,0,0
000002,201901,,,-4.547647933145216e-05,,,,,,0.006967688652264603,,,,,,,,0,0,0
000002,201901,,,-4.547647933145216e-05,,,,,,,0.0048971126291816325,,,,,0.5350430739887377,,0,0,0
000002,201901,,,,-0.0026858080450274935,,-0.00346955407680144,,,,,,,,-0.3705411156255231,,,0,0,0
000002,201901,,,,-0.0026858080450274935,,,0.0007783749174012922,,,,,,,,,,0,0,0
000002,201901,,,,-0.0026858080450274935,,,,0.01323128803678253,,,,,,,,,0,0,0
000002,201901,,,,-0.0026858080450274935,,,,,0.006967688652264603,,,,,,,,0,0,0
000002,201901,,,,-0.0026858080450274935,,,,,,0.0048971126291816325,,,,,0.5350430739887377,,0,0,0
000002,201901,,,,,-0.0015232438085686917,-0.00346955407680144,,,,,,-0.5358151461736526,,-0.3705411156255231,,,0,0,0
000002,201901,,,,,-0.0015232438085686917,,0.0007783749174012922,,,,,-0.5358151461736526,,,,,0,0,0
000002,201901,,,,,-0.0015232438085686917,,,0.01323128803678253,,,,-0.5358151461736526,,,,,0,0,0
000002,201901,,,,,-0.0015232438085686917,,,,0.006967688652264603,,,-0.5358151461736526,,,,,0,0,0
000002,201901,,,,,-0.0015232438085686917,,,,,0.0048971126291816325,,-0.5358151461736526,,,0.5350430739887377,,0,0,0
000002,201902,0.0026176735320373457,,,,,0.011878245497384532,,,,,0.7541197239422438,,,1.0821746042496456,,,0,0,0
000002,201902,0.0026176735320373457,,,,,,0.009581086258943577,,,,0.7541197239422438,,,,,,0,0,0
000002,201902,0.0026176735320373457,,,,,,,0.005086764945328698,,,0.7541197239422438,,,,,,0,0,0
000002,201902,0.0026176735320373457,,,,,,,,-0.00477679310089979,,0.7541197239422438,,,,,,0,0,0
000002,201902,0.0026176735320373457,,,,,,,,,0.01692719586177696,0.7541197239422438,,,,1.6446082228416783,,0,0,0
000002,201902,,-0.004492842826059329,,,,0.011878245497384532,,,,,,,,1.0821746042496456,,,0,0,0
000002,201902,,-0.004492842826059329,,,,,0.009581086258943577,,,,,,,,,,0,0,0
000002,201902,,-0.004492842826059329,,,,,,0.005086764945328698,,,,,,,,,0,0,0
000002,201902,,-0.004492842826059329,,,,,,,-0.00477679310089979,,,,,,,,0,0,0
000002,201902,,-0.004492842826059329,,,,,,,,0.01692719586177696,,,,,1.6446082228416783,,0,0,0
000002,201902,,,-0.0008025278811062964,,,0.011878245497384532,,,,,,,,1.0821746042496456,,,0,0,0
000002,201902,,,-0.0008025278811062964,,,,0.009581086258943577,,,,,,,,,,0,0,0
000002,201902,,,-0.0008025278811062964,,,,,0.005086764945328698,,,,,,,,,0,0,0
000002,201902,,,-0.0008025278811062964,,,,,,-0.00477679310089979,,,,,,,,0,0,0
000002,201902,,,-0.0008025278811062964,,,,,,,0.01692719586177696,,,,,1.6446082228416783,,0,0,0
000002,201902,,,,-0.0012035188456263612,,0.011878245497384532,,,,,,,,1.0821746042496456,,,0,0,0
000002,201902,,,,-0.0012035188456263612,,,0.009581086258943577,,,,,,,,,,0,0,0
000002,201902,,,,-0.0012035188456263612,,,,0.005086764945328698,,,,,,,,,0,0,0
000002,201902,,,,-0.0012035188456263612,,,,,-0.00477679310089979,,,,,,,,0,0,0
000002,201902,,,,-0.0012035188456263612,,,,,,0.01692719586177696,,,,,1.6446082228416783,,0,0,0
000002,201902,,,,,0.0012568902125040249,0.011878245497384532,,,,,,0.29029552011765025,,1.0821746042496456,,,0,0,0
000002,201902,,,,,0.0012568902125040249,,0.009581086258943577,,,,,0.29029552011765025,,,,,0,0,0
000002,201902,,,,,0.0012568902125040249,,,0.005086764945328698,,,,0.29029552011765025,,,,,0,0,0
000002,201902,,,,,0.0012568902125040249,,,,-0.00477679310089979,,,0.29029552011765025,,,,,0,0,0
000002,201902,,,,,0.0012568902125040249,,,,,0.01692719586177696,,0.29029552011765025,,,1.6446082228416783,,0,0,0
000003,201901,0.0015428217688983337,,,,,0.016467464560825457,,,,,0.3837416779377526,,,1.707378671650356,,,0,0,0
000003,201901,0.0015428217688983337,,,,,,0.008026019582441868,,,,0.3837416779377526,,,,,,0,0,0
000003,201901,0.0015428217688983337,,,,,,,-0.011923081291017434,,,0.3837416779377526,,,,,,0,0,0
000003,201901,0.0015428217688983337,,,,,,,,-0.003951895157380009,,0.3837416779377526,,,,,,0,0,0
000003,201901,0.0015428217688983337,,,,,,,,,-0.00450268438515683,0.3837416779377526,,,,-0.4119491128828067,,0,0,0
000003,201901,,8.309053815411249e-05,,,,0.016467464560825457,,,,,,,,1.707378671650356,,,0,0,0
000003,201901,,8.309053815411249e-05,,,,,0.008026019582441868,,,,,,,,,,0,0,0
000003,201901,,8.309053815411249e-05,,,,,,-0.011923081291017434,,,,,,,,,0,0,0
000003,201901,,8.309053815411249e-05,,,,,,,-0.003951895157380009,,,,,,,,0,0,0
000003,201901,,8.309053815411249e-05,,,,,,,,-0.00450268438515683,,,,,-0.4119491128828067,,0,0,0
000003,201901,,,-0.0023394415520970047,,,0.016467464560825457,,,,,,,,1.707378671650356,,,0,0,0
000003,201901,,,-0.0023394415520970047,,,,0.008026019582441868,,,,,,,,,,0,0,0
000003,201901,,,-0.0023394415520970047,,,,,-0.011923081291017434,,,,,,,,,0,0,0
000003,201901,,,-0.0023394415520970047,,,,,,-0.003951895157380009,,,,,,,,0,0,0
000003,201901,,,-0.0023394415520970047,,,,,,,-0.00450268438515683,,,,,-0.4119491128828067,,0,0,0
000003,201901,,,,0.0006259594112657807,,0.016467464560825457,,,,,,,,1.707378671650356,,,0,0,0
000003,201901,,,,0.0006259594112657807,,,0.008026019582441868,,,,,,,,,,0,0,0
000003,201901,,,,0.0006259594112657807,,,,-0.011923081291017434,,,,,,,,,0,0,0
000003,201901,,,,0.0006259594112657807,,,,,-0.003951895157380009,,,,,,,,0,0,0
000003,201901,,,,0.0006259594112657807,,,,,,-0.00450268438515683,,,,,-0.4119491128828067,,0,0,0
000003,201901,,,,,0.0018896314607141085,0.016467464560825457,,,,,,0.6083721507878231,,1.707378671650356,,,0,0,0
000003,201901,,,,,0.0018896314607141085,,0.008026019582441868,,,,,0.6083721507878231,,,,,0,0,0
000003,201901,,,,,0.0018896314607141085,,,-0.011923081291017434,,,,0.6083721507878231,,,,,0,0,0
000003,201901,,,,,0.0018896314607141085,,,,-0.003951895157380009,,,0.6083721507878231,,,,,0,0,0
000003,201901,,,,,0.0018896314607141085,,,,,-0.00450268438515683,,0.6083721507878231,,,-0.4119491128828067,,0,0,0
000003,201902,-0.0005608686073532154,,,,,0.0017786069662539816,,,,,-0.29901518106787695,,,0.15801956528435193,,,0,0,0
000003,201902,-0.0005608686073532154,,,,,,0.005212148756970875,,,,-0.29901518106787695,,,,,,0,0,0
000003,201902,-0.0005608686073532154,,,,,,,0.018229824142190376,,,-0.29901518106787695,,,,,,0,0,0
000003,201902,-0.0005608686073532154,,,,,,,,0.007022970195991962,,-0.29901518106787695,,,,,,0,0,0
000003,201902,-0.0005608686073532154,,,,,,,,,0.007916002595727889,-0.29901518106787695,,,,0.8365995412379256,,0,0,0
000003,201902,,-4.586544414286742e-05,,,,0.0017786069662539816,,,,,,,,0.15801956528435193,,,0,0,0
000003,201902,,-4.586544414286742e-05,,,,,0.005212148756970875,,,,,,,,,,0,0,0
000003,201902,,-4.586544414286742e-05,,,,,,0.018229824142190376,,,,,,,,,0,0,0
000003,201902,,-4.586544414286742e-05,,,,,,,0.007022970195991962,,,,,,,,0,0,0
000003,201902,,-4.586544414286742e-05,,,,,,,,0.007916002595727889,,,,,0.8365995412379256,,0,0,0
000003,201902,,,0.0029306204399300873,,,0.0017786069662539816,,,,,,,,0.15801956528435193,,,0,0,0
000003,201902,,,0.0029306204399300873,,,,0.005212148756970875,,,,,,,,,,0,0,0
000003,201902,,,0.0029306204399300873,,,,,0.018229824142190376,,,,,,,,,0,0,0
000003,201902,,,0.0029306204399300873,,,,,,0.007022970195991962,,,,,,,,0,0,0
000003,201902,,,0.0029306204399300873,,,,,,,0.007916002595727889,,,,,0.8365995412379256,,0,0,0
000003,201902,,,,0.0016460563176905196,,0.0017786069662539816,,,,,,,,0.15801956528435193,,,0,0,0
000003,201902,,,,0.0016460563176905196,,,0.005212148756970875,,,,,,,,,,0,0,0
000003,201902,,,,0.0016460563176905196,,,,0.018229824142190376,,,,,,,,,0,0,0
000003,201902,,,,0.0016460563176905196,,,,,0.007022970195991962,,,,,,,,0,0,0
000003,201902,,,,0.0016460563176905196,,,,,,0.007916002595727889,,,,,0.8365995412379256,,0,0,0
000003,201902,,,,,-0.0003832513638066526,0.0017786069662539816,,,,,,-0.28913915953432434,,0.15801956528435193,,,0,0,0
000003,201902,,,,,-0.0003832513638066526,,0.005212148756970875,,,,,-0.28913915953432434,,,,,0,0,0
000003,201902,,,,,-0.0003832513638066526,,,0.018229824142190376,,,,-0.28913915953432434,,,,,0,0,0
000003,201902,,,,,-0.0003832513638066526,,,,0.007022970195991962,,,-0.28913915953432434,,,,,0,0,0
000003,201902,,,,,-0.0003832513638066526,,,,,0.007916002595727889,,-0.28913915953432434,,,0.8365995412379256,,0,0,0
000004,201901,0.0032639816502321173,,,,,-0.007643736621335079,,,,,1.0448233301691288,,,-0.8055919455735082,,,0,0,0
000004,201901,0.0032639816502321173,,,,,,0.009006767778606845,,,,1.0448233301691288,,,,,,0,0,0
000004,201901,0.0032639816502321173,,,,,,,-0.020136546406768513,,,1.0448233301691288,,,,,,0,0,0
000004,201901,0.0032639816502321173,,,,,,,,0.00875455733187086,,1.0448233301691288,,,,,,0,0,0
000004,201901,0.0032639816502321173,,,,,,,,,0.007531738310565889,1.0448233301691288,,,,0.8004711392752731,,0,0,0
000004,201901,,0.0027906201683935428,,,,-0.007643736621335079,,,,,,,,-0.8055919455735082,,,0,0,0
000004,201901,,0.0027906201683935428,,,,,0.009006767778606845,,,,,,,,,,0,0,0
000004,201901,,0.0027906201683935428,,,,,,-0.020136546406768513,,,,,,,,,0,0,0
000004,201901,,0.0027906201683935428,,,,,,,0.00875455733187086,,,,,,,,0,0,0
000004,201901,,0.0027906201683935428,,,,,,,,0.007531738310565889,,,,,0.8004711392752731,,0,0,0
000004,201901,,,0.0025188718728260395,,,-0.007643736621335079,,,,,,,,-0.8055919455735082,,,0,0,0
000004,201901,,,0.0025188718728260395,,,,0.009006767778606845,,,,,,,,,,0,0,0
000004,201901,,,0.0025188718728260395,,,,,-0.020136546406768513,,,,,,,,,0,0,0
000004,201901,,,0.0025188718728260395,,,,,,0.00875455733187086,,,,,,,,0,0,0
000004,201901,,,0.0025188718728260395,,,,,,,0.007531738310565889,,,,,0.8004711392752731,,0,0,0
000004,201901,,,,0.0037247296230044913,,-0.007643736621335079,,,,,,,,-0.8055919455735082,,,0,0,0
000004,201901,,,,0.0037247296230044913,,,0.009006767778606845,,,,,,,,,,0,0,0
000004,201901,,,,0.0037247296230044913,,,,-0.020136546406768513,,,,,,,,,0,0,0
000004,201901,,,,0.0037247296230044913,,,,,0.00875455733187086,,,,,,,,0,0,0
000004,201901,,,,0.0037247296230044913,,,,,,0.007531738310565889,,,,,0.8004711392752731,,0,0,0
000004,201901,,,,,0.007278463870590446,-0.007643736621335079,,,,,,2.4150111581754334,,-0.8055919455735082,,,0,0,0
000004,201901,,,,,0.007278463870590446,,0.009006767778606845,,,,,2.4150111581754334,,,,,0,0,0
000004,201901,,,,,0.007278463870590446,,,-0.020136546406768513,,,,2.4150111581754334,,,,,0,0,0
000004,201901,,,,,0.007278463870590446,,,,0.00875455733187086,,,2.4150111581754334,,,,,0,0,0
000004,201901,,,,,0.007278463870590446,,,,,0.007531738310565889,,2.4150111581754334,,,0.8004711392752731,,0,0,0
000004,201902,-0.004068067621489174,,,,,-0.004858736318739454,,,,,-1.4610427832288624,,,-0.4493223928720958,,,0,0,0
000004,201902,-0.004068067621489174,,,,,,0.001228981424341996,,,,-1.4610427832288624,,,,,,0,0,0
000004,201902,-0.004068067621489174,,,,,,,-0.00411401113030474,,,-1.4610427832288624,,,,,,0,0,0
000004,201902,-0.004068067621489174,,,,,,,,-0.01357292648607758,,-1.4610427832288624,,,,,,0,0,0
000004,201902,-0.004068067621489174,,,,,,,,,0.0011979698903276936,-1.4610427832288624,,,,0.23421220040561747,,0,0,0
000004,201902,,-0.0033260075443026504,,,,-0.004858736318739454,,,,,,,,-0.4493223928720958,,,0,0,0
000004,201902,,-0.0033260075443026504,,,,,0.001228981424341996,,,,,,,,,,0,0,0
000004,201902,,-0.0033260075443026504,,,,,,-0.00411401113030474,,,,,,,,,0,0,0
000004,201902,,-0.0033260075443026504,,,,,,,-0.01357292648607758,,,,,,,,0,0,0
000004,201902,,-0.0033260075443026504,,,,,,,,0.0011979698903276936,,,,,0.23421220040561747,,0,0,0
000004,201902,,,-0.0034315966546372145,,,-0.004858736318739454,,,,,,,,-0.4493223928720958,,,0,0,0
000004,201902,,,-0.0034315966546372145,,,,0.001228981424341996,,,,,,,,,,0,0,0
000004,201902,,,-0.0034315966546372145,,,,,-0.00411401113030474,,,,,,,,,0,0,0
000004,201902,,,-0.0034315966546372145,,,,,,-0.01357292648607758,,,,,,,,0,0,0
000004,201902,,,-0.0034315966546372145,,,,,,,0.0011979698903276936,,,,,0.23421220040561747,,0,0,0
000004,201902,,,,-0.0012608927903796918,,-0.004858736318739454,,,,,,,,-0.4493223928720958,,,0,0,0
000004,201902,,,,-0.0012608927903796918,,,0.001228981424341996,,,,,,,,,,0,0,0
000004,201902,,,,-0.0012608927903796918,,,,-0.00411401113030474,,,,,,,,,0,0,0
000004,201902,,,,-0.0012608927903796918,,,,,-0.01357292648607758,,,,,,,,0,0,0
000004,201902,,,,-0.0012608927903796918,,,,,,0.0011979698903276936,,,,,0.23421220040561747,,0,0,0
000004,201902,,,,,0.0019108824691791704,-0.004858736318739454,,,,,,0.5213400831082629,,-0.4493223928720958,,,0,0,0
000004,201902,,,,,0.0019108824691791704,,0.001228981424341996,,,,,0.5213400831082629,,,,,0,0,0
000004,201902,,,,,0.0019108824691791704,,,-0.00411401113030474,,,,0.5213400831082629,,,,,0,0,0
000004,201902,,,,,0.0019108824691791704,,,,-0.01357292648607758,,,0.5213400831082629,,,,,0,0,0
000004,201902,,,,,0.0019108824691791704,,,,,0.0011979698903276936,,0.5213400831082629,,,0.23421220040561747,,0,0,0
000005,201901,0.0040768575574169075,,,,,0.019244591540038603,,,,,1.3570414765532801,,,1.9968225050926247,,,0,0,0
000005,201901,0.0040768575574169075,,,,,,-0.00458237144612586,,,,1.3570414765532801,,,,,,0,0,0
000005,201901,0.0040768575574169075,,,,,,,-0.00487259113937652,,,1.3570414765532801,,,,,,0,0,0
000005,201901,0.0040768575574169075,,,,,,,,0.013167918381797428,,1.3570414765532801,,,,,,0,0,0
000005,201901,0.0040768575574169075,,,,,,,,,-3.187662505316213e-05,1.3570414765532801,,,,0.038466998376252275,,0,0,0
000005,201901,,0.0009250258222885388,,,,0.019244591540038603,,,,,,,,1.9968225050926247,,,0,0,0
000005,201901,,0.0009250258222885388,,,,,-0.00458237144612586,,,,,,,,,,0,0,0
000005,201901,,0.0009250258222885388,,,,,,-0.00487259113937652,,,,,,,,,0,0,0
000005,201901,,0.0009250258222885388,,,,,,,0.013167918381797428,,,,,,,,0,0,0
000005,201901,,0.0009250258222885388,,,,,,,,-3.187662505316213e-05,,,,,0.038466998376252275,,0,0,0
000005,201901,,,-0.005695538633296943,,,0.019244591540038603,,,,,,,,1.9968225050926247,,,0,0,0
000005,201901,,,-0.005695538633296943,,,,-0.00458237144612586,,,,,,,,,,0,0,0
000005,201901,,,-0.005695538633296943,,,,,-0.00487259113937652,,,,,,,,,0,0,0
000005,201901,,,-0.005695538633296943,,,,,,0.013167918381797428,,,,,,,,0,0,0
000005,201901,,,-0.005695538633296943,,,,,,,-3.187662505316213e-05,,,,,0.038466998376252275,,0,0,0
000005,201901,,,,0.004197167085035924,,0.019244591540038603,,,,,,,,1.9968225050926247,,,0,0,0
000005,201901,,,,0.004197167085035924,,,-0.00458237144612586,,,,,,,,,,0,0,0
000005,201901,,,,0.004197167085035924,,,,-0.00487259113937652,,,,,,,,,0,0,0
000005,201901,,,,0.004197167085035924,,,,,0.013167918381797428,,,,,,,,0,0,0
000005,201901,,,,0.004197167085035924,,,,,,-3.187662505316213e-05,,,,,0.038466998376252275,,0,0,0
000005,201901,,,,,-0.0014562881037658848,0.019244591540038603,,,,,,-0.5133678368377408,,1.9968225050926247,,,0,0,0
000005,201901,,,,,-0.0014562881037658848,,-0.00458237144612586,,,,,-0.5133678368377408,,,,,0,0,0
000005,201901,,,,,-0.0014562881037658848,,,-0.00487259113937652,,,,-0.5133678368377408,,,,,0,0,0
000005,201901,,,,,-0.0014562881037658848,,,,0.013167918381797428,,,-0.5133678368377408,,,,,0,0,0
000005,201901,,,,,-0.0014562881037658848,,,,,-3.187662505316213e-05,,-0.5133678368377408,,,0.038466998376252275,,0,0,0
000005,201902,-0.0012228041222503705,,,,,-0.0014554534838440991,,,,,-0.5183318882353021,,,-0.13790917038911624,,,0,0,0
000005,201902,-0.0012228041222503705,,,,,,0.0018415145939711663,,,,-0.5183318882353021,,,,,,0,0,0
000005,201902,-0.0012228041222503705,,,,,,,0.00014928853460199898,,,-0.5183318882353021,,,,,,0,0,0
000005,201902,-0.0012228041222503705,,,,,,,,0.011788647184700018,,-0.5183318882353021,,,,,,0,0,0
000005,201902,-0.0012228041222503705,,,,,,,,,-0.020777586465400982,-0.5183318882353021,,,,-1.7362749253562009,,0,0,0
000005,201902,,-0.00014864062228861497,,,,-0.0014554534838440991,,,,,,,,-0.13790917038911624,,,0,0,0
000005,201902,,-0.00014864062228861497,,,,,0.0018415145939711663,,,,,,,,,,0,0,0
000005,201902,,-0.00014864062228861497,,,,,,0.00014928853460199898,,,,,,,,,0,0,0
000005,201902,,-0.00014864062228861497,,,,,,,0.011788647184700018,,,,,,,,0,0,0
000005,201902,,-0.00014864062228861497,,,,,,,,-0.020777586465400982,,,,,-1.7362749253562009,,0,0,0
000005,201902,,,-0.004194358349933147,,,-0.0014554534838440991,,,,,,,,-0.13790917038911624,,,0,0,0
000005,201902,,,-0.004194358349933147,,,,0.0018415145939711663,,,,,,,,,,0,0,0
000005,201902,,,-0.004194358349933147,,,,,0.00014928853460199898,,,,,,,,,0,0,0
000005,201902,,,-0.004194358349933147,,,,,,0.011788647184700018,,,,,,,,0,0,0
000005,201902,,,-0.004194358349933147,,,,,,,-0.020777586465400982,,,,,-1.7362749253562009,,0,0,0
000005,201902,,,,0.006872671493649396,,-0.0014554534838440991,,,,,,,,-0.13790917038911624,,,0,0,0
000005,201902,,,,0.006872671493649396,,,0.0018415145939711663,,,,,,,,,,0,0,0
000005,201902,,,,0.006872671493649396,,,,0.00014928853460199898,,,,,,,,,0,0,0
000005,201902,,,,0.006872671493649396,,,,,0.011788647184700018,,,,,,,,0,0,0
000005,201902,,,,0.006872671493649396,,,,,,-0.020777586465400982,,,,,-1.7362749253562009,,0,0,0
000005,201902,,,,,0.004870410330137465,-0.0014554534838440991,,,,,,1.5668919444864988,,-0.13790917038911624,,,0,0,0
000005,201902,,,,,0.004870410330137465,,0.0018415145939711663,,,,,1.5668919444864988,,,,,0,0,0
000005,201902,,,,,0.004870410330137465,,,0.00014928853460199898,,,,1.5668919444864988,,,,,0,0,0
000005,201902,,,,,0.004870410330137465,,,,0.011788647184700018,,,1.5668919444864988,,,,,0,0,0
000005,201902,,,,,0.004870410330137465,,,,,-0.020777586465400982,,1.5668919444864988,,,-1.7362749253562009,,0,0,0
000006,201901,7.262437436308944e-05,,,,,0.0062658093891521105,,,,,-0.18094759539834815,,,0.6441193383728016,,,0,0,0
000006,201901,7.262437436308944e-05,,,,,,0.00907587934973092,,,,-0.18094759539834815,,,,,,0,0,0
000006,201901,7.262437436308944e-05,,,,,,,-0.010130888058365012,,,-0.18094759539834815,,,,,,0,0,0
000006,201901,7.262437436308944e-05,,,,,,,,0.0035891508271745642,,-0.18094759539834815,,,,,,0,0,0
000006,201901,7.262437436308944e-05,,,,,,,,,-0.007156353038731994,-0.18094759539834815,,,,-0.6792956819255501,,0,0,0
000006,201901,,0.0012001109068155713,,,,0.0062658093891521105,,,,,,,,0.6441193383728016,,,0,0,0
000006,201901,,0.0012001109068155713,,,,,0.00907587934973092,,,,,,,,,,0,0,0
000006,201901,,0.0012001109068155713,,,,,,-0.010130888058365012,,,,,,,,,0,0,0
000006,201901,,0.0012001109068155713,,,,,,,0.0035891508271745642,,,,,,,,0,0,0
000006,201901,,0.0012001109068155713,,,,,,,,-0.007156353038731994,,,,,-0.6792956819255501,,0,0,0
